Last_name,Name,Gender,Date_birth,Position,City,Address,Phone,Email
Зайченко,Маруся,Female,1961-10-22,Перекладач,село Козятин,"площа Сімферопольська, буд. 3, Збараж, 04563",084 272-91-22,valenkoiukhym@example.net
Чуприна,Тетяна,Female,1996-10-21,Візажист,хутір Устилуг,"узвіз Шкіперська, буд. 76, Прип'ять, 04059",573-26-81,roman19@example.org
Дейнеко,Олена,Female,1964-07-29,Пілот,хутір Самар,"площа Балтський 3-й, буд. 8, Дубляни, 79447",708 58 70,feofangoliash@example.com
Ажажа,Леон,Male,1998-04-07,Композитор,село Шепетівка,"узвіз Лютеранський, буд. 568 кв. 9, Богуслав, 89103",+380 39 773 70 51,rostyslav47@example.org
Чуйко,Варвара,Female,1988-08-06,Ветеринар,місто Тячів,"набережна Хутірський, буд. 7 кв. 86, Тячів, 51306",020 734-75-05,aronetsvolodymyr@example.net
Юхименко,Ігнат,Male,2004-09-28,Мірошник,село Іршава,"площа Студентський 2-й, буд. 869 кв. 0, Новомиргород, 56553",871 34 52,nadiiasuprunenko@example.net
Ґалаґан,Валентина,Female,1963-07-06,Письменник,місто Бахмач,"шосе Сирітський, буд. 3, Могилів-Подільський, 63686",+380 00 007 08 05,ievhen32@example.org
Гайда,Вікторія,Female,1990-08-27,Фармацевт,хутір Зміїв,"проспект Берестейська, буд. 185, Кремінна, 77333",636-92-01,kybkalotrokhym@example.com
Атрощенко,Марина,Female,1967-08-30,Секретар,хутір Коростишів,"шосе Керченський 3-й, буд. 162, Миргород, 32301",+380 26 500-83-06,maksymtereshchenko@example.org
Фастенко,Тарас,Male,1986-03-27,Машиніст,хутір Люботин,"шосе Творча, буд. 78, Світлодарськ, 09123",+380 30 810-84-20,radchenkorozaliia@example.net
Абраменко,Роксолана,Female,1942-10-14,Геофізик,селище Стебник,"набережна Кавказька, буд. 9, Лебедин, 99914",+380 58 844 45 18,bdubenko@example.org
Саєнко,Августин,Male,1942-11-13,Дизайнер,місто Бібрка,"площа Семафорний, буд. 792 кв. 441, Любомль, 47181",010 242 78 96,iaryna14@example.org
Фесенко,Миколай,Male,1946-09-25,Каскадер,селище Бахмут,"парк Лінія 30-та, буд. 66 кв. 811, Сорокине, 67373",773 48 10,lubenetsrozaliia@example.org
Запорожець,Леонід,Male,1987-04-16,Археолог,село Бібрка,"сквер Естонська, буд. 9 кв. 484, Перевальськ, 29817",064 884-89-85,volodymyr14@example.net
Штепа,Христина,Female,1957-07-14,Провізор,селище Перечин,"парк Павла Кравцова, буд. 200 кв. 657, Здолбунів, 94574",+380 01 131 83 45,uilienko@example.org
Слюсар,Владислав,Male,1969-11-19,Електротехнік,село Тернівка,"проспект Костанді, буд. 737 кв. 0, Львів, 29568",047 663 40 70,zbezditko@example.net
Юрчук,Едуард,Male,1949-07-21,Фотограф,село Жидачів,"узвіз Дальницьке, буд. 713 кв. 95, Устилуг, 44567",243 63 95,kashchenkobohuslav@example.org
Журба,Спас,Male,1951-11-01,Ґрунтознавець,село Березне,"сквер Лінійний, буд. 6 кв. 76, Луганськ, 51807",+380 45 176-37-26,sachenkohavrylo@example.org
Барабаш,Панас,Male,1980-03-19,Геолог,хутір Новгород-Сіверський,"провулок Наливна, буд. 92 кв. 25, Бершадь, 70416",795-65-32,aleksiichukeduard@example.net
Бабʼяк,Олена,Female,1976-03-13,Художник,село Чернігів,"провулок Український 2-й, буд. 307, Сміла, 14293",+380 06 518 46 73,tokariakiv@example.net
Фаренюк,Зорян,Male,1976-07-10,Секретар,селище Рогатин,"сквер Москеті, буд. 4, Коростень, 21776",333 87 19,hryhoriiiushchenko@example.com
Скопенко,Давид,Male,1975-09-17,Ді-джей,село Полтава,"набережна Тепличний 1-й, буд. 55 кв. 31, Копичинці, 50093",432 02 86,roman12@example.net
Хоменко,Орхип,Male,1954-03-09,Психолог,село Полтава,"парк Лінія 26-та, буд. 1 кв. 10, Бобринець, 60495",934-75-03,kavdieienko@example.com
Назаренко,Маруся,Female,1962-06-02,Мінералог,місто Вишневе,"узвіз Котляревського, буд. 868 кв. 083, Самар, 97088",+380 94 606-43-22,dannasvystun@example.net
Заруба,Богдан,Male,1947-04-28,Електрослюсар,село Сіверськодонецьк,"вулиця Садова 3-тя, буд. 431, Святогірськ, 67245",057 019-58-31,dan47@example.org
Ященко,Омелян,Male,1969-12-29,Адвокат,хутір Алупка,"проспект Одеський, буд. 1 кв. 7, Косів, 91924",440 77 27,sheremetaamaliia@example.com
Кабаненко,Мілена,Female,1983-07-30,Електромонтажник,село Буча,"парк Астрономічна, буд. 394 кв. 54, Калинівка, 47265",064 122 20 54,gmiroshnychenko@example.org
Черненко,Роксолана,Female,1950-06-29,Клавішник,село Українськ,"вулиця Соні Делоне, буд. 9, Вільнянськ, 32847",051 296-19-23,orkhyp90@example.com
Цибуленко,Левко,Male,1960-12-21,Фрілансер,місто Коломия,"сквер Лінія 55-та, буд. 9 кв. 275, Косів, 38969",116 71 47,ielyseivenhrynovych@example.org
Барабаш,Валентина,Female,1955-05-28,Лікар,місто Лиман,"сквер Українських Героїв, буд. 04 кв. 802, Бурштин, 56894",962 40 93,umakohon@example.net
Парасюк,Камілла,Female,1975-04-23,Етнограф,селище Зборів,"сквер Кавказька, буд. 852 кв. 78, Сокологірськ, 95784",+380 (14) 373-44-46,dakhnoanton@example.com
Ярема,Федір,Male,1976-12-19,Піаніст,село Борзна,"шосе Кавказький, буд. 6 кв. 0, Нове Давидково, 96094",+380 21 737-21-88,gfareniuk@example.net
Онищенко,Костянтин,Male,2005-10-05,Публіцист,хутір Радивилів,"провулок Київське, буд. 6, Сокиряни, 87684",+380 20 118-59-91,nestor45@example.org
Литвин,Надія,Female,1985-05-10,Випробувач,село Рені,"шосе Лінія 31-ша, буд. 0 кв. 62, Буськ, 76710",052 077 32 13,zdurdynets@example.org
Базилевич,Адам,Male,2003-04-13,Підприємець,місто Миколаїв,"вулиця Героїв УПА, буд. 236, Слов'янськ, 34688",821-37-47,dashkevychopanas@example.net
Ґоляш,Франц,Male,2006-04-21,Фермер,село Мала Виска,"узвіз Колонтаївська, буд. 5 кв. 139, Мерефа, 38791",024 912-64-11,vitruksofiia@example.org
Терещук,Михайло,Male,1957-08-22,Антрополог,село Соснівка,"провулок Гобеленова, буд. 5, Кіцмань, 37641",071 731 58 01,vasylkorbut@example.net
Сацюк,Роксолана,Female,1990-03-20,Професор,місто Ківерці,"проспект Святослава Ріхтера, буд. 3, Старокостянтинів, 10696",083 475-62-97,babiimariia@example.net
Остапчук,Панас,Male,1967-05-05,Промисловець,селище Єнакієве,"узвіз Сортувальна 1-ша, буд. 6 кв. 70, Почаїв, 63723",048 595-41-87,odarka69@example.com
Терещук,Захар,Male,1979-11-18,Мистецтвознавець,село Остер,"узвіз Зоряна, буд. 479 кв. 433, Таврійськ, 05900",+380 (72) 060-38-07,rostyslavkovpak@example.net
Швачка,Людмила,Female,1947-01-13,Живописець,селище Апостолове,"площа Листяний, буд. 6, Старобільськ, 41420",332 65 34,bkovpak@example.com
Конопля,Мирон,Male,1942-02-05,Водій,хутір Ірпінь,"вулиця Троїцька, буд. 62 кв. 78, Яремче, 55411",566-66-91,leontiipylypenko@example.com
Худобʼяк,Олена,Female,1977-09-28,Дантист,місто Вишневе,"узвіз Василя Симоненка, буд. 3, Кипуче, 67105",+380 75 066-42-52,irena91@example.com
Конопля,Августин,Male,1978-09-28,Громадський діяч,хутір Городок,"парк Рози вітрів, буд. 956 кв. 56, Кіцмань, 35806",251-10-05,tarandanylo@example.org
Саченко,Ілля,Male,1989-01-11,Дизайнер,місто Комарно,"узвіз Східчастий 3-й, буд. 31 кв. 6, Чуднів, 07775",634-25-92,martynchupryna@example.com
Заруба,Марія,Female,1944-04-05,Доцент,місто Татарбунари,"площа Сільська, буд. 65, Оріхів, 56333",085 944 61 67,wdrozdenko@example.com
Атаманчук,Одарка,Female,1968-08-26,Головний меркшейдер,хутір Пологи,"вулиця Маланова, буд. 74, Кіцмань, 20907",+380 39 169-04-11,artiukhada@example.com
Закусило,Вʼячеслав,Male,1974-04-02,Археолог,місто Бердичів,"сквер Селекційна, буд. 661, Синельникове, 67826",+380 (61) 466-85-61,zakhariushchenko@example.net
Забіла,Лесь,Male,1974-08-01,Мірошник,селище Тернівка,"площа Маразліївська, буд. 474, Зоринськ, 10806",072 877 99 02,kyryloskyrda@example.org
Гавриленко,Адам,Male,1951-08-15,Агроном,село Буча,"шосе Дальній, буд. 513, Берестечко, 45103",041 113 03 81,iashchenkoiarema@example.org
Адамчук,Дарина,Female,1960-01-10,Астроном,село Золочів,"сквер Серединський, буд. 917, Мала Виска, 50044",+380 (77) 322-41-47,iaroslavshakhrai@example.org
